iter	Logloss
375	0.3822475895
376	0.3822340895
377	0.3822205019
378	0.3821736485
379	0.3821669478
380	0.382152173
381	0.382107012
382	0.3820933072
383	0.3820807791
384	0.3820632596
385	0.3820307
386	0.382025077
387	0.382016504
388	0.3819848434
389	0.3819675401
390	0.381957981
391	0.3819398944
392	0.3819270432
393	0.3819177552
394	0.3819007589
395	0.3818737524
396	0.3818646932
397	0.3818466391
398	0.3818205931
399	0.3817893572
400	0.3817757205
401	0.3817682515
402	0.3817621196
403	0.3817464875
404	0.3817223032
405	0.3817101304
406	0.381701031
407	0.381682437
408	0.3816716684
409	0.3816427532
410	0.3816009472
411	0.3815685979
412	0.3815525651
413	0.3815282789
414	0.3815071276
415	0.3814875282
416	0.3814622839
417	0.3814268587
418	0.3814037245
419	0.3813687384
420	0.3813447709
421	0.3813294662
422	0.3812992954
423	0.381282601
424	0.3812507911
425	0.3812357116
426	0.3812022903
427	0.3811849595
428	0.3811727205
429	0.3811540921
430	0.3811410072
431	0.3811165136
432	0.3811026527
433	0.3810931079
434	0.3810737455
435	0.3810418101
436	0.3810181619
437	0.3810037323
438	0.380999103
439	0.380966322
440	0.3809454736
441	0.3809244086
442	0.3809035971
443	0.3808825435
444	0.38085986
445	0.3808504214
446	0.3808214965
447	0.3807946122
448	0.380771155
449	0.3807460342
450	0.3807303973
451	0.3806966901
452	0.3806854163
453	0.3806531931
454	0.3806157875
455	0.3805901565
456	0.3805748281
457	0.3805622912
458	0.3805405486
459	0.3805231279
460	0.3805065192
461	0.3804732735
462	0.3804647437
463	0.3804522306
464	0.3804451492
465	0.3804388013
466	0.3803997576
467	0.3803797734
468	0.3803624954
469	0.3803499925
470	0.380346654
471	0.3803283791
472	0.3803104515
473	0.380288711
474	0.3802778416
475	0.3802701253
476	0.3802495035
477	0.3802304432
478	0.3801996417
479	0.3801898994
480	0.3801827088
481	0.3801623834
482	0.3801476718
483	0.3801329894
484	0.3800912624
485	0.3800763934
486	0.380035082
487	0.3799953124
488	0.3799676969
489	0.3799525091
490	0.3799321235
491	0.3799141013
492	0.3798919433
493	0.3798590112
494	0.3798172127
495	0.3798004822
496	0.3797750705
497	0.3797559261
498	0.3797404055
499	0.3796959427
500	0.3796678001
501	0.3796520423
502	0.3796403057
503	0.3796341815
504	0.3796266381
505	0.3796053857
506	0.3795881546
507	0.3795709894
508	0.3795464285
509	0.3795242363
510	0.3795103056
511	0.3794887724
512	0.3794602689
513	0.3794510976
514	0.3794251818
515	0.3794051381
516	0.3793894505
517	0.3793769456
518	0.379356682
519	0.3793488417
520	0.379317751
521	0.3792905806
522	0.3792812717
523	0.379268299
524	0.3792540413
525	0.3792326825
526	0.3792104482
527	0.3791888888
528	0.3791612321
529	0.3791533768
530	0.3791220051
531	0.3791147938
532	0.3790856029
533	0.3790761172
534	0.3790648654
535	0.3790511175
536	0.3790443097
537	0.379027315
538	0.3790187902
539	0.3790081928
540	0.3789988189
541	0.378974237
542	0.3789591914
543	0.3789237576
544	0.3788938314
545	0.3788822104
546	0.378849304
547	0.3788370045
548	0.378824997
549	0.3788038042
550	0.3787669248
551	0.37873537
552	0.3787304267
553	0.3787024414
554	0.3786950144
555	0.3786642081
556	0.3786494666
557	0.3786347339
558	0.3786235743
559	0.3786059069
560	0.3785691052
561	0.3785533216
562	0.3785364374
563	0.3785051736
564	0.3784723097
565	0.3784682129
566	0.3784553831
567	0.3784456501
568	0.3783954273
569	0.3783763075
570	0.378364089
571	0.3783416164
572	0.3783206616
573	0.3782911797
574	0.3782760368
575	0.3782691596
576	0.3782583754
577	0.3782425072
578	0.3782298838
579	0.3782122452
580	0.3781853501
581	0.3781760785
582	0.3781541724
583	0.3781351911
584	0.3781083445
585	0.378089961
586	0.3780757747
587	0.3780650767
588	0.3780537456
589	0.3780323896
590	0.3780239892
591	0.3779908599
592	0.3779793844
593	0.3779718276
594	0.3779566393
595	0.3779377741
596	0.377935358
597	0.3779258927
598	0.3779074508
599	0.3778944626
600	0.3778890482
601	0.3778802286
602	0.3778548906
603	0.3778402537
604	0.3778186786
605	0.377802755
606	0.3777970215
607	0.3777754253
608	0.3777461788
609	0.3777197423
610	0.3777132512
611	0.3777029648
612	0.3776743851
613	0.3776655193
614	0.3776400788
615	0.377623479
616	0.3776148481
617	0.3775991821
618	0.3775894963
619	0.377562711
620	0.3775452852
621	0.377536917
622	0.3775181618
623	0.3774868448
624	0.3774651736
625	0.3774498369
626	0.3773975862
627	0.3773762894
628	0.3773618205
629	0.3773593518
630	0.3773511552
631	0.3773376953
632	0.3773262741
633	0.3772922368
634	0.3772700496
635	0.377238042
636	0.3772291164
637	0.3772126027
638	0.3772033944
639	0.3771960236
640	0.3771800536
641	0.3771649285
642	0.3771249139
643	0.3770993035
644	0.3770944727
645	0.3770787969
646	0.3770741013
647	0.3770593422
648	0.3770186685
649	0.377009767
650	0.3769895573
651	0.376970935
652	0.3769518929
653	0.3769484053
654	0.3769235262
655	0.3769146984
656	0.3769016295
657	0.3768827482
658	0.3768733813
659	0.3768485687
660	0.3768296826
661	0.3768028409
662	0.3767897232
663	0.3767800943
664	0.376743994
665	0.3767373591
666	0.3767274061
667	0.3767175346
668	0.3767077754
669	0.3766741186
670	0.3766676669
671	0.3766576062
672	0.3766450857
673	0.3766093296
674	0.3765895718
675	0.3765641203
676	0.3765468731
677	0.3765142817
678	0.3764972363
679	0.3764880936
680	0.3764579486
681	0.3764374154
682	0.3764167063
683	0.3764056291
684	0.376384949
685	0.3763728516
686	0.3763638129
687	0.3763564554
688	0.3763264577
689	0.3762967477
690	0.3762818189
691	0.3762642961
692	0.3762386405
693	0.3762246718
694	0.3762118131
695	0.376199968
696	0.3761921091
697	0.3761789726
698	0.376168009
699	0.3761575981
700	0.3761491208
701	0.3761315821
702	0.3761122599
703	0.3760910511
704	0.3760631896
705	0.3760499881
706	0.3760480802
707	0.3760341235
708	0.3760235322
709	0.3760134338
710	0.376007375
711	0.3759843426
712	0.3759723369
713	0.3759348342
714	0.375933995
715	0.3759211346
716	0.3758940948
717	0.3758662672
718	0.375846894
719	0.3758260568
720	0.3758090664
721	0.3757962511
722	0.3757893463
723	0.3757682769
724	0.3757502705
725	0.3757323214
726	0.3757221803
727	0.3757114094
728	0.3756984698
729	0.3756909305
730	0.3756613775
731	0.3756497325
732	0.375640226
733	0.3756287728
734	0.3756007128
735	0.3755948087
736	0.3755809901
737	0.3755648422
738	0.3755508464
739	0.375529767
740	0.3755082886
741	0.3754878295
742	0.3754827768
743	0.3754754044
744	0.3754476301
745	0.3754389166
746	0.3754292686
747	0.3754052531
748	0.3753895722
749	0.3753625683
750	0.3753517384
751	0.3753213293
752	0.3753016038
753	0.3752927377
754	0.3752874279
755	0.3752777858
756	0.3752675044
757	0.3752352844
758	0.375218831
759	0.3751841556
760	0.3751729706
761	0.375130074
762	0.3751215077
763	0.3751025514
764	0.3750804036
765	0.3750513761
766	0.3750423135
767	0.3750205388
768	0.3750021112
769	0.3749743589
770	0.3749568879
771	0.3749449419
772	0.3748992551
773	0.3748833642
774	0.3748714513
775	0.3748495605
776	0.3748416538
777	0.374835221
778	0.3748281241
779	0.3748218606
780	0.3747979204
781	0.3747737241
782	0.3747458388
783	0.3747383501
784	0.3747206929
785	0.3747076403
786	0.3746809329
787	0.3746692373
788	0.3746676545
789	0.3746595149
790	0.3746441357
791	0.3746202028
792	0.3745928843
793	0.3745642715
794	0.3745563353
795	0.374518959
796	0.3744872006
797	0.3744725842
798	0.3744411953
799	0.3744252274
800	0.3744023949
801	0.3743955123
802	0.3743794815
803	0.3743688567
804	0.3743531158
805	0.3743436679
806	0.3743169933
807	0.3743025079
808	0.3742805326
809	0.3742685956
810	0.3742453543
811	0.3742351838
812	0.3742071972
813	0.3741986559
814	0.3741841795
815	0.3741758605
816	0.3741592716
817	0.3741558755
818	0.3741376036
819	0.3741294364
820	0.3740961628
821	0.3740754478
822	0.3740694601
823	0.3740632324
824	0.3740504948
825	0.3740163568
826	0.3739954599
827	0.373979232
828	0.3739656477
829	0.3739548429
830	0.3739337793
831	0.3739170442
832	0.3738909044
833	0.3738755942
834	0.3738693425
835	0.3738565971
836	0.3738420035
837	0.3738166906
838	0.373801325
839	0.3737839323
840	0.3737632841
841	0.3737606702
842	0.3737418697
843	0.373722982
844	0.3737027059
845	0.3736921354
846	0.3736577997
847	0.3736200726
848	0.3736023656
849	0.3735745544
850	0.3735662999
851	0.3735422512
852	0.3735264793
853	0.3735169285
854	0.3735017615
855	0.373495226
856	0.3734810466
857	0.3734760994
858	0.3734516757
859	0.3734475355
860	0.3734339543
861	0.3734078257
862	0.3733966253
863	0.3733843311
864	0.3733639986
865	0.3733407649
866	0.3733344223
867	0.3733173364
868	0.3733044296
869	0.3733041018
870	0.3732595218
871	0.3732499221
872	0.3732390142
873	0.3732231306
874	0.3732114885
875	0.3731828568
876	0.3731746115
877	0.373154749
878	0.37313004
879	0.373095675
880	0.3730756266
881	0.3730555606
882	0.373045155
883	0.3730401712
884	0.3730162203
885	0.372995294
886	0.3729707895
887	0.3729530827
888	0.3729291883
889	0.3729198674
890	0.372911024
891	0.3728983788
892	0.3728835532
893	0.3728728272
894	0.3728550938
895	0.3728397502
896	0.3728208913
897	0.3728045763
898	0.3727931676
899	0.3727878947
900	0.3727789837
901	0.3727716198
902	0.3727596495
903	0.3727409037
904	0.372728068
905	0.3727145515
906	0.372697421
907	0.3726762356
908	0.372676109
909	0.3726580057
910	0.372635356
911	0.3726245994
912	0.3726042276
913	0.37259032
914	0.3725800547
915	0.372559936
916	0.3725311424
917	0.3725262972
918	0.3725097704
919	0.3724967009
920	0.372476982
921	0.3724466984
922	0.3724047849
923	0.3723882012
924	0.372379777
925	0.3723564039
926	0.372345806
927	0.3723230377
928	0.3723119434
929	0.3723011169
930	0.3722874782
931	0.372279476
932	0.3722446713
933	0.3722310487
934	0.3722247805
935	0.3722086181
936	0.3721841805
937	0.3721792478
938	0.3721462019
939	0.3721327543
940	0.3721136888
941	0.3720841204
942	0.3720757521
943	0.372070921
944	0.372046603
945	0.3720340054
946	0.3720114484
947	0.3719936856
948	0.3719604541
949	0.3719463973
950	0.3719328432
951	0.371924228
952	0.3719144814
953	0.37188757
954	0.371856399
955	0.371845861
956	0.3718323207
957	0.371823882
958	0.3718157943
959	0.3718045332
960	0.3717804632
961	0.3717685467
962	0.371751943
963	0.3717112328
964	0.3717038577
965	0.3716939188
966	0.3716651755
967	0.3716581479
968	0.3716543355
969	0.3716290015
970	0.3716107104
971	0.3715738335
972	0.3715692878
973	0.3715643272
974	0.3715520144
975	0.3715471419
976	0.3715375623
977	0.3715309695
978	0.3715142793
979	0.3714974172
980	0.3714717452
981	0.3714252995
982	0.3714101259
983	0.3714015595
984	0.3713885986
985	0.3713872005
986	0.3713693636
987	0.3713636753
988	0.3713456955
989	0.3713304913
990	0.3712841973
991	0.3712618097
992	0.3712383731
993	0.3712300747
994	0.3712142844
995	0.3711995756
996	0.3711866058
997	0.3711620585
998	0.3711533702
999	0.3711475755
